% function evaluation | noise-free fitness - Fopt (-4.620900000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +2.542099357e+03 +2.542099357e+03 +2.657779357e+03 +2.657779357e+03 -4.5876e+00 +6.3708e-01 +2.2837e+00 +4.0187e+00 +2.9520e+00 +4.5600e+00 -4.8404e+00 -3.0417e+00 -2.7422e+00 +3.5025e+00 -3.7763e+00 +4.1479e+00 -2.4760e+00 +1.7267e+00 +1.5334e+00 -4.5186e+00 -1.5577e-01 -3.4135e+00 +1.9265e-01 +3.8447e+00
6 +2.198603176e+03 +2.198603176e+03 +2.314283176e+03 +2.314283176e+03 +1.5796e+00 +1.3237e+00 +2.8689e+00 -5.3227e-01 +1.5258e+00 +1.0154e+00 -7.6344e-01 -1.4895e+00 +3.2043e+00 +3.6233e+00 +3.8094e+00 -2.3593e+00 -3.1771e+00 +2.8793e+00 +7.3940e-01 -1.2159e+00 +5.5315e-01 +8.0838e-02 +7.9827e-01 +4.7282e+00
13 +1.158752876e+03 +1.158752876e+03 +1.274432876e+03 +1.274432876e+03 -1.1847e+00 -1.4190e+00 +2.6939e-01 +2.4174e+00 +4.0194e-01 -4.7825e+00 -3.5061e+00 -4.8192e+00 +1.8114e+00 +3.1144e+00 -3.8550e+00 +2.1819e+00 -3.8623e+00 +1.1159e+00 -1.4549e+00 +4.7217e-01 -1.8343e+00 +3.4097e+00 +1.3180e+00 +1.1620e+00
192 +9.234274699e+02 +9.234274699e+02 +1.039107470e+03 +1.039107470e+03 -6.7214e-01 -1.6111e+00 -7.0911e-01 +2.1953e+00 +3.2735e+00 -3.4665e+00 -1.6280e+00 +3.2667e+00 -4.9958e+00 +5.6206e-01 -2.4575e+00 +1.3428e+00 +3.0946e+00 -3.9804e+00 +1.9235e+00 +4.4701e+00 +3.7070e-01 +3.8260e+00 +9.8141e-01 -2.1272e-01
505 +6.158460633e+02 +6.158460633e+02 +7.315260633e+02 +7.315260633e+02 -2.6086e+00 +1.3768e+00 -1.3299e+00 +5.0000e+00 +1.7863e+00 +7.0461e-01 +2.2455e+00 +1.2208e+00 -2.4830e+00 +0.0000e+00 +2.6495e+00 -3.0237e+00 +1.6713e+00 +3.8233e+00 -1.4286e+00 +5.5592e-01 -1.4557e+00 +2.0303e+00 +3.5377e+00 -3.8221e+00
1464 +3.738522927e+02 +3.738522927e+02 +4.895322927e+02 +4.895322927e+02 -1.6640e+00 +2.0194e+00 +2.3015e-01 -5.3926e-02 +1.2363e+00 -4.2267e-01 +2.8772e+00 -1.7253e+00 +1.4498e+00 -1.8519e+00 +2.2491e+00 -5.0837e-01 -2.6485e-01 -2.4480e-01 +9.0539e-01 +1.5516e-02 -9.3832e-01 +4.4557e+00 +1.3395e+00 -1.0260e+00
2702 +2.430827757e+02 +2.430827757e+02 +3.587627757e+02 +3.587627757e+02 +1.1648e-01 +1.5518e+00 -1.2948e+00 +2.4297e+00 +2.4700e+00 -1.7598e+00 +6.9823e-01 +3.8248e+00 +2.8666e+00 +2.5744e-01 +1.0542e+00 -1.9228e+00 +2.7497e+00 +3.2882e-01 +1.2616e+00 +7.4637e-02 -8.5692e-02 +4.3881e+00 +2.1754e+00 -1.5526e+00
4432 +1.567525384e+02 +1.567525384e+02 +2.724325384e+02 +2.724325384e+02 -5.9113e-01 +1.2823e+00 -8.3496e-01 +3.0267e+00 +2.7414e+00 -1.8237e+00 +1.4810e+00 +3.2303e+00 +3.2499e+00 -8.8251e-01 +1.0818e+00 -1.2695e+00 +2.0668e+00 +6.4569e-01 +1.6814e+00 -1.2758e-02 -3.1647e-01 +4.1965e+00 +3.4154e+00 -2.1228e+00
% function evaluation | noise-free fitness - Fopt (-3.710000000000e+00) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +2.490944169e+03 +2.490944169e+03 +2.487234169e+03 +2.487234169e+03 +3.4392e+00 -3.4737e+00 +1.1105e+00 +3.0506e+00 -2.2477e+00 -4.3257e-01 -4.0480e+00 +1.8225e-01 +4.6355e+00 +3.4680e+00 -2.7451e+00 +1.9331e+00 +2.0526e+00 -4.0519e+00 -3.1306e+00 -1.9976e-01 -1.2449e+00 +3.2892e+00 -7.7744e-01 -3.0024e+00
6 +9.947933849e+02 +9.947933849e+02 +9.910833849e+02 +9.910833849e+02 -4.3933e+00 +2.7426e-01 -2.3798e+00 +3.3699e+00 -3.3536e+00 +4.3723e-01 -4.9040e-01 +1.2444e+00 -3.0675e+00 +2.1670e+00 +1.5285e+00 +1.3441e+00 -3.9931e+00 +3.8205e+00 -1.5795e-02 -1.6462e+00 +7.0823e-01 -4.3935e-01 +1.1136e-01 -2.7014e+00
432 +6.005700542e+02 +6.005700542e+02 +5.968600542e+02 +5.968600542e+02 -2.6001e+00 -1.6189e+00 -2.2450e+00 +2.6515e+00 +2.7675e+00 +4.6797e+00 -3.2081e+00 +1.0263e+00 +1.6765e+00 -1.3357e+00 +3.9674e-01 -1.6953e+00 +6.7475e-01 -3.0229e+00 +6.5362e-01 -2.5386e+00 +9.9185e-01 +1.7581e-05 +4.8640e-01 -1.6385e+00
1181 +3.551250764e+02 +3.551250764e+02 +3.514150764e+02 +3.514150764e+02 -4.1930e+00 -4.2016e-01 -1.7330e+00 +3.7329e+00 +2.8234e+00 +3.8667e+00 -2.6371e+00 -7.1278e-01 -8.6543e-01 +1.7952e+00 +1.4024e+00 +7.8846e-01 +1.7715e+00 -4.5204e+00 +5.2853e-01 -3.1130e+00 +4.8405e-01 +2.9429e+00 +3.3245e+00 -2.8360e+00
3254 +2.405506390e+02 +2.405506390e+02 +2.368406390e+02 +2.368406390e+02 -1.2764e+00 +9.9622e-02 -9.3647e-01 +3.5447e+00 +9.4616e-02 +4.4817e+00 -1.0171e+00 -2.5942e+00 +1.7014e+00 +6.3161e-01 +2.7590e+00 +7.8490e-02 +2.8736e+00 -3.2845e+00 +4.8091e-01 -2.5723e+00 +1.1987e+00 +1.8738e+00 +2.8875e+00 -2.7820e+00
4435 +1.489507006e+02 +1.489507006e+02 +1.452407006e+02 +1.452407006e+02 -6.8740e-01 +6.9090e-01 +8.9116e-01 +2.9155e+00 +7.6099e-01 +3.6097e+00 -1.0920e+00 -1.9155e+00 +1.6441e+00 +5.4817e-01 +3.1277e+00 +1.5217e+00 +2.6454e+00 -2.9750e+00 +3.1147e-01 -2.3739e+00 +1.4841e+00 +2.3212e+00 +2.3753e+00 -3.8507e+00
% function evaluation | noise-free fitness - Fopt (1.321800000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +9.842820975e+02 +9.842820975e+02 +1.116462097e+03 +1.116462097e+03 +3.3781e+00 +3.3092e+00 +4.5987e+00 +1.0379e+00 -1.5451e+00 -3.3477e+00 -1.3575e+00 +2.3466e+00 +1.1990e+00 +3.4701e+00 -4.2990e+00 +3.2151e+00 -2.9002e+00 +3.7446e+00 -2.3329e+00 +2.5956e+00 -1.2270e+00 +3.7661e+00 -8.0563e-01 +3.1751e+00
333 +4.723258950e+02 +4.723258950e+02 +6.045058950e+02 +6.045058950e+02 +1.7566e+00 -1.7621e-02 -1.1358e+00 -7.9522e-01 -1.6082e+00 +3.9416e-01 -1.1694e+00 -5.0000e+00 -2.2203e-01 +3.1721e+00 -1.9709e+00 +4.3030e+00 -5.7480e-01 +2.7957e+00 +1.5696e+00 +2.7267e+00 -9.9799e-02 +9.3085e-01 +3.0495e-01 +2.0212e+00
831 +3.860668565e+02 +3.860668565e+02 +5.182468565e+02 +5.182468565e+02 +2.5889e+00 -1.5952e+00 +5.5962e-01 -1.9820e-01 +5.8224e-01 +2.4147e+00 -2.1335e+00 -5.0000e+00 -1.1447e+00 +2.5873e+00 -7.4772e-01 +3.4808e+00 +0.0000e+00 +2.9032e+00 +2.0191e+00 +3.3287e+00 +1.2185e+00 +4.3102e+00 +3.5120e-01 +1.3519e+00
3684 +2.360076408e+02 +2.360076408e+02 +3.681876408e+02 +3.681876408e+02 +2.7194e+00 -2.3544e+00 +1.7745e+00 -6.3847e-01 +1.8580e+00 +1.4909e+00 -1.1914e+00 -3.2945e+00 +2.1438e-01 +2.2904e+00 +1.7573e-01 +3.5386e+00 +8.1881e-01 +4.6442e+00 +2.7579e+00 +3.1008e+00 +1.6790e+00 +4.3151e+00 +4.4371e-01 +4.4332e-01
% function evaluation | noise-free fitness - Fopt (-5.847300000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.465792386e+04 +1.465792386e+04 +1.407319386e+04 +1.407319386e+04 +4.6278e+00 -3.7183e+00 -1.9080e+00 +2.2296e-01 +4.8519e+00 -1.2650e+00 +3.0993e+00 +3.0835e+00 +6.0869e-01 +3.4304e+00 +1.8312e+00 -4.9074e+00 +7.7872e-01 +3.9579e+00 -4.8654e+00 -8.3629e-01 -1.9895e+00 +3.3833e+00 +4.3710e+00 +4.7395e+00
2 +9.760769879e+03 +9.760769879e+03 +9.176039879e+03 +9.176039879e+03 -3.1074e+00 +1.5102e+00 -1.1706e-01 +6.5647e-01 -1.1054e+00 +4.2324e-01 +3.4032e+00 +3.9866e+00 +3.2982e+00 +4.8752e-01 -1.6649e+00 -4.9012e+00 +1.3413e+00 -2.2779e+00 -4.6139e+00 -3.1055e+00 +2.7969e+00 +2.5409e-01 +3.7630e+00 +1.0845e+00
3 +4.669347818e+03 +4.669347818e+03 +4.084617818e+03 +4.084617818e+03 +4.2541e+00 +2.7523e+00 -4.5648e+00 +3.6812e-01 +3.8572e+00 -3.4933e+00 -4.6224e+00 +2.1308e+00 -3.4743e+00 +2.0544e+00 +2.1929e+00 -2.2105e+00 -4.6452e+00 -8.1799e-01 +2.3360e+00 -2.3849e+00 +3.8156e+00 +3.5990e+00 -2.0982e+00 -4.7406e+00
4 +3.494179821e+03 +3.494179821e+03 +2.909449821e+03 +2.909449821e+03 -3.1320e+00 -2.0439e+00 -1.6318e+00 +3.9988e+00 +3.9367e+00 +4.4563e+00 +4.3451e+00 -3.3761e+00 -2.5499e+00 -7.9402e-03 -2.0321e+00 +3.7407e+00 +1.1366e-01 +1.6050e-02 -1.7757e-01 -1.3922e+00 +1.1563e+00 +3.3534e+00 -3.3463e+00 +4.1514e+00
6 +1.376368915e+03 +1.376368915e+03 +7.916389147e+02 +7.916389147e+02 -3.6521e+00 +1.7165e+00 +3.2550e-01 +3.8782e+00 -3.4814e+00 +3.0730e+00 +3.4246e+00 -1.2907e+00 -4.2650e+00 +6.5865e-02 -1.4842e+00 -4.2736e+00 -5.2830e-01 -2.6717e+00 -1.9456e+00 +1.5147e+00 -3.6378e-01 +3.6372e+00 -4.9987e+00 -1.4111e+00
164 +9.030491254e+02 +9.030491254e+02 +3.183191254e+02 +3.183191254e+02 +2.3999e+00 +1.9006e+00 -3.4106e+00 +4.9380e+00 -8.8904e-01 -6.2426e-01 +1.9886e+00 +2.0404e+00 -1.8062e+00 +1.9621e+00 -2.9260e+00 +9.2603e-01 +1.1448e+00 +1.4703e+00 +1.0097e+00 -1.6203e+00 +3.1918e+00 +2.9313e+00 +3.8634e-02 -2.3520e+00
444 +5.739330345e+02 +5.739330345e+02 -1.079696548e+01 -1.079696548e+01 +4.9571e-04 +0.0000e+00 -8.5792e-01 +1.5918e+00 +5.9575e-01 +1.2496e+00 +3.5764e+00 -3.1861e+00 +1.1163e+00 +1.6451e+00 -4.2184e-02 +0.0000e+00 -1.3198e+00 +3.3030e+00 +2.7536e+00 -1.8861e-01 -6.2865e-02 +2.1300e+00 +4.6334e-02 -2.5589e+00
1603 +3.282110430e+02 +3.282110430e+02 -2.565189570e+02 -2.565189570e+02 +1.9364e+00 -5.0000e+00 -1.8346e+00 -4.0001e+00 +4.9687e-01 -4.6269e+00 +1.5836e+00 -3.2472e+00 -8.5321e-01 -2.7753e+00 -1.8374e-01 -9.1433e-01 -9.0881e-01 +3.6634e+00 +2.5781e+00 +1.9829e-01 +2.4744e+00 +4.3905e+00 -9.6362e-01 -4.6302e+00
2032 +2.503206502e+02 +2.503206502e+02 -3.344093498e+02 -3.344093498e+02 +3.7371e-01 -3.7448e+00 -2.8096e-01 -3.9584e+00 -3.5578e-02 -2.6014e+00 +1.9982e+00 -3.0802e+00 -6.5177e-01 -3.0632e+00 -1.8174e-01 -6.0733e-01 -1.4389e+00 +3.9144e+00 +9.6762e-01 +5.5669e-01 +1.8620e+00 +2.9259e+00 -1.1526e+00 -3.9440e+00
3627 +1.560942809e+02 +1.560942809e+02 -4.286357191e+02 -4.286357191e+02 +7.5540e-01 -2.8890e+00 +7.8677e-01 -4.7724e+00 -7.1745e-01 -2.6967e+00 +1.5951e+00 -9.5067e-01 +4.2037e-01 -4.0563e+00 +8.0159e-01 -1.9537e-01 +9.9647e-01 +3.7176e+00 +2.1441e+00 -9.1414e-01 +1.9139e+00 +4.2794e+00 +8.4941e-01 -3.1924e+00
4695 +9.727918806e+01 +9.727918806e+01 -4.874508119e+02 -4.874508119e+02 +6.7175e-01 -2.9444e+00 +6.6814e-01 -4.6105e+00 -9.3406e-01 -2.6816e+00 +2.4470e+00 +9.7027e-01 +3.0840e-01 -4.0344e+00 -1.8847e-01 -7.2458e-01 +3.7093e-01 +4.0177e+00 +2.1608e+00 -9.5777e-01 +1.6876e+00 +4.1440e+00 +2.5436e-01 -3.1615e+00
% function evaluation | noise-free fitness - Fopt (-3.654000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.161368019e+04 +1.161368019e+04 +1.157714019e+04 +1.157714019e+04 +2.7465e+00 -4.2726e+00 -1.6566e+00 +3.6833e-02 -2.7537e+00 +3.9866e+00 -2.9552e+00 -6.5531e-01 -4.5241e-01 -8.2443e-02 -2.0178e+00 -4.8897e+00 +3.9630e+00 -1.0965e+00 +4.5932e+00 +1.2134e+00 -2.6361e+00 +9.2054e-01 +2.3328e+00 -4.2320e+00
2 +6.407252548e+03 +6.407252548e+03 +6.370712548e+03 +6.370712548e+03 +1.9230e+00 -1.1513e+00 -1.2946e+00 +4.6512e+00 +5.4579e-01 +2.9569e-01 +3.8283e+00 +2.6230e+00 +3.5848e+00 -1.0538e+00 -3.5619e+00 -3.8814e+00 +3.8477e+00 -1.1316e+00 -4.2048e+00 +2.4080e+00 +1.0788e+00 -3.9945e+00 -4.6007e+00 +3.2578e+00
4 +4.054946463e+03 +4.054946463e+03 +4.018406463e+03 +4.018406463e+03 -4.7559e+00 +4.0029e+00 -2.2306e+00 +2.9107e+00 -4.3186e+00 +3.9761e+00 +2.3237e+00 -3.5401e+00 +4.1323e+00 +4.0616e+00 +2.5130e+00 +5.0371e-01 +3.0368e-01 -1.7474e+00 -1.2137e+00 -7.5155e-01 +4.1491e+00 +1.3242e+00 -3.6535e+00 -4.6826e+00
5 +3.497201892e+03 +3.497201892e+03 +3.460661892e+03 +3.460661892e+03 -4.1320e+00 -3.1674e+00 -4.9453e+00 -1.6952e+00 +1.4002e+00 -1.1777e+00 +2.6307e+00 +2.1916e+00 -4.6592e-01 +4.6898e-01 +2.0686e+00 -4.3918e+00 +2.0671e+00 -4.7305e+00 -4.5742e+00 +7.8283e-01 +4.3663e+00 -3.3924e+00 +4.2416e+00 +1.8495e+00
15 +1.432085790e+03 +1.432085790e+03 +1.395545790e+03 +1.395545790e+03 -2.6182e+00 -7.4683e-01 -3.7748e+00 +3.2035e+00 -3.9175e+00 +1.1692e+00 -3.2791e+00 -1.0193e+00 -1.0132e+00 +1.4081e+00 +1.9093e+00 -3.8404e+00 -3.2069e+00 +3.8653e+00 -2.2409e+00 +4.7188e+00 -5.5079e-01 +2.1296e+00 +3.5647e-01 +1.9269e+00
155 +9.159183467e+02 +9.159183467e+02 +8.793783467e+02 +8.793783467e+02 -4.3175e+00 +3.6006e+00 -3.8731e+00 +7.4315e-01 -1.6691e+00 +2.5252e+00 -9.0901e-01 +2.4817e+00 -9.6036e-01 -4.3212e+00 +7.4452e-01 -1.6056e+00 -1.7997e+00 +2.8829e+00 -2.7807e+00 -4.8995e+00 +2.7443e+00 +9.7009e-01 -1.8234e+00 -1.8530e+00
577 +6.305479803e+02 +6.305479803e+02 +5.940079803e+02 +5.940079803e+02 -2.0681e+00 +1.5862e+00 +0.0000e+00 +3.2223e+00 -3.8640e-02 -4.7594e-01 -2.6038e-01 -3.5538e+00 -3.4669e+00 -2.3616e+00 -7.1478e-01 -3.5658e+00 -1.0913e+00 +1.5309e+00 -3.2734e+00 +6.7638e-01 +3.0389e-01 +0.0000e+00 +2.5162e+00 -8.2699e-01
1572 +3.952995059e+02 +3.952995059e+02 +3.587595059e+02 +3.587595059e+02 -1.7325e+00 -1.7164e+00 -7.6152e-01 +1.9710e+00 -7.5002e-01 -5.0000e+00 -2.0149e-01 -2.0617e+00 -1.6530e+00 -1.9638e+00 +7.2766e-01 -2.1351e+00 +5.9551e-01 -2.2154e+00 +1.5644e-01 +7.0508e-01 +3.5635e+00 -1.8117e+00 +2.2179e+00 +1.4446e+00
2823 +2.375859872e+02 +2.375859872e+02 +2.010459872e+02 +2.010459872e+02 -8.9240e-01 +9.0006e-01 +2.6962e-03 +1.4576e+00 -1.3838e+00 -3.2518e+00 +1.0519e-01 -8.1166e-01 +6.4352e-02 -5.3190e-01 +1.1103e-01 -3.0623e+00 -1.5713e-01 -6.8412e-01 +1.0433e+00 -1.9000e+00 +2.7811e+00 -8.9598e-01 +2.2928e+00 +4.6414e-01
4670 +1.474744634e+02 +1.474744634e+02 +1.109344634e+02 +1.109344634e+02 +2.2076e-01 +4.2638e-01 -4.8058e-02 +5.5717e-01 -1.3137e+00 -3.2390e+00 -2.6633e-02 -8.7551e-01 -1.0795e-01 -6.0730e-01 +1.2297e+00 -3.4644e+00 -5.2764e-01 +7.6394e-02 +1.1879e+00 -2.3640e+00 +2.7224e+00 -1.7351e-01 +2.4415e+00 +4.5493e-01
% function evaluation | noise-free fitness - Fopt (1.000000000000e+03) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +7.757517717e+03 +7.757517717e+03 +8.757517717e+03 +8.757517717e+03 -1.7842e+00 +1.6410e-01 -1.1656e+00 -1.5443e+00 +9.2309e-01 -1.5750e+00 +4.0800e+00 +1.8502e+00 -2.4088e+00 +3.7853e+00 +3.5884e+00 +1.7607e+00 -4.7949e+00 -3.2911e+00 +8.1421e-01 -4.0734e+00 -1.5489e-02 -2.2235e+00 +3.8417e+00 -4.3236e+00
2 +3.910847497e+03 +3.910847497e+03 +4.910847497e+03 +4.910847497e+03 +4.0708e+00 -2.1932e+00 -3.5720e+00 -3.2181e+00 +1.3108e-02 +3.6652e+00 -4.9082e+00 -1.8429e+00 +1.2598e-01 +3.4729e+00 +1.7420e-01 -3.0293e+00 +8.7940e-02 -4.7451e-01 +1.7987e-01 +4.1382e+00 +4.7425e+00 -1.1180e+00 +1.8410e+00 +3.7474e+00
5 +2.259906657e+03 +2.259906657e+03 +3.259906657e+03 +3.259906657e+03 -3.6643e-03 -8.7967e-01 +3.1299e+00 -2.6633e+00 -4.3790e+00 +9.1613e-01 +2.8136e+00 +1.6340e-01 +1.8796e+00 +1.7311e+00 -1.8879e+00 +1.8972e+00 -2.6664e+00 +1.1714e+00 +2.3351e+00 -4.2228e+00 -2.5868e+00 +6.5988e-01 -6.1448e-01 +3.4596e-01
10 +1.542970137e+03 +1.542970137e+03 +2.542970137e+03 +2.542970137e+03 -4.9381e+00 +1.1359e+00 +5.2699e-01 -1.2135e+00 +2.6799e+00 -4.9908e-01 +2.6742e-01 -3.7676e+00 -1.3380e+00 -2.1159e+00 -2.1609e+00 -2.0356e+00 +4.9435e-01 -2.4858e+00 -1.2674e+00 -7.5717e-01 -4.0669e+00 -3.2144e+00 -4.7382e+00 +9.9536e-01
