% function evaluation | noise-free fitness - Fopt (7.948000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
3616 +1.382506596e+00 +1.382506596e+00 +8.086250660e+01 +8.086250660e+01 +1.4790e-02 -1.3546e+00 -6.7149e-01 +1.8241e+00 -2.8898e+00 +9.3332e-01 -1.8450e-01 +2.2457e-01 -1.8735e+00 -2.7443e+00 -3.8518e+00 +1.4026e+00 +1.0145e+00 +1.4501e-01 +3.7950e+00 +3.2548e+00 -4.5593e-01 -4.0849e+00 +2.5713e+00 +1.6150e+00
3998 +9.907792587e-01 +9.907792587e-01 +8.047077926e+01 +8.047077926e+01 +1.0058e-01 -1.3280e+00 -8.4033e-01 +1.8906e+00 -2.8700e+00 +4.2756e-01 +7.8450e-02 +6.5872e-02 -1.8033e+00 -3.3334e+00 -3.8909e+00 +1.4131e+00 +9.9483e-01 +1.7364e-01 +3.6917e+00 +3.1246e+00 -3.8821e-01 -4.1616e+00 +2.5379e+00 +1.6669e+00
4596 +5.620789523e-01 +5.620789523e-01 +8.004207895e+01 +8.004207895e+01 +1.2993e-01 -1.2554e+00 -7.4927e-01 +1.9563e+00 -2.8597e+00 +2.8780e-01 -1.7521e-03 +1.0496e-01 -1.5480e+00 -3.1305e+00 -3.8790e+00 +1.5916e+00 +1.0461e+00 +1.8260e-01 +3.6425e+00 +3.1603e+00 -3.6580e-01 -4.0920e+00 +2.5425e+00 +1.4908e+00
% function evaluation | noise-free fitness - Fopt (3.944800000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +4.653204492e+02 +4.653204492e+02 +8.598004492e+02 +8.598004492e+02 +3.7638e+00 +3.2718e-01 +4.4180e+00 +2.0750e-01 -4.7028e+00 +9.4444e-01 +8.9152e-02 -4.9244e+00 +4.0161e+00 +3.2939e-02 +1.2131e+00 +4.4422e+00 +1.5069e+00 -3.9005e+00 +3.1294e+00 -3.6281e+00 -4.3572e+00 +1.1303e+00 -4.8623e+00 +3.9077e+00
2 +2.353300347e+02 +2.353300347e+02 +6.298100347e+02 +6.298100347e+02 +3.2270e+00 -2.3240e+00 +7.2354e-01 +5.4318e-01 +6.0510e-01 +4.8607e+00 +2.8955e+00 -1.9279e+00 +1.2828e+00 -3.1331e+00 +2.5334e+00 -1.4424e+00 +2.4891e-01 -1.2971e+00 -1.3319e+00 +8.1379e-01 +1.3430e+00 -2.3397e+00 +3.7606e+00 +3.8811e+00
38 +1.414527603e+02 +1.414527603e+02 +5.359327603e+02 +5.359327603e+02 +4.3207e-01 -2.6856e+00 -1.4732e+00 +2.6748e+00 -1.1678e+00 -4.9739e+00 +2.3775e+00 -7.7458e-01 +4.6951e+00 -4.3135e+00 -2.0158e-01 -1.3665e+00 +2.0727e+00 +4.4321e+00 -7.1573e-02 +1.2410e+00 -2.7469e+00 -1.5088e+00 +3.8323e+00 -4.3482e+00
301 +9.136860760e+01 +9.136860760e+01 +4.858486076e+02 +4.858486076e+02 -1.0681e+00 -5.0000e+00 -5.0000e+00 +4.0214e+00 +4.1332e+00 -2.0305e+00 +2.4966e+00 -1.9566e+00 +1.1933e+00 -1.2503e+00 -1.5627e+00 +5.0000e+00 +2.8203e+00 +5.0000e+00 -1.7528e+00 +4.4345e+00 -1.2595e+00 +5.3121e-01 -2.6703e-01 -1.9984e+00
435 +5.680053639e+01 +5.680053639e+01 +4.512805364e+02 +4.512805364e+02 -1.9143e+00 -4.3975e+00 -3.7356e+00 +3.8545e+00 -1.7312e-01 -2.9211e+00 +2.3666e+00 +0.0000e+00 -4.9215e-02 -4.4105e+00 +4.9618e+00 +0.0000e+00 +2.1110e+00 +5.0000e+00 -1.2079e+00 +5.0000e+00 -4.9211e+00 -3.5564e+00 -6.4106e-01 +5.0000e+00
707 +3.434224676e+01 +3.434224676e+01 +4.288222468e+02 +4.288222468e+02 -2.1490e+00 -4.7662e+00 -3.6402e+00 +3.3744e+00 -1.3731e+00 -3.3756e+00 +2.1701e+00 +2.2139e-02 +0.0000e+00 -2.3964e+00 +1.6232e+00 +1.2781e+00 +7.6968e-01 +5.0000e+00 -2.5875e+00 +2.1577e+00 -1.7948e+00 -1.7623e+00 +7.8391e-02 -2.1711e+00
1102 +2.363152978e+01 +2.363152978e+01 +4.181115298e+02 +4.181115298e+02 -3.5914e+00 -3.6011e+00 -3.3285e+00 +4.3620e+00 +0.0000e+00 -1.7808e+00 +2.2807e+00 -1.2118e+00 -6.5808e-01 -3.7551e+00 +4.0106e+00 +2.2387e+00 +2.0407e+00 +2.0404e+00 -1.7059e+00 +3.2012e+00 -4.8797e+00 -1.7301e+00 -1.1963e+00 +1.3567e+00
1811 +1.501283043e+01 +1.501283043e+01 +4.094928304e+02 +4.094928304e+02 -3.4444e+00 -2.9068e+00 -3.6775e+00 +4.4228e+00 +6.9687e-01 -1.9408e+00 +2.7451e+00 -1.4765e+00 -7.4168e-01 -2.4943e+00 +3.7896e+00 +1.4111e+00 +1.2985e+00 +3.0490e+00 -2.4992e+00 +4.5943e+00 -3.6844e+00 -2.0628e+00 -8.4495e-01 +1.7586e+00
1878 +9.199209623e+00 +9.199209623e+00 +4.036792096e+02 +4.036792096e+02 -3.0585e+00 -2.5915e+00 -2.6442e+00 +4.3270e+00 +1.1672e+00 -2.7981e+00 +1.7922e+00 -1.0225e+00 -4.9926e-01 -4.0953e+00 +1.8344e+00 +1.0357e+00 +1.7495e+00 +3.6824e+00 -3.6421e+00 +3.1872e+00 -3.6344e+00 -1.8716e+00 -1.5204e+00 +1.2849e+00
2224 +6.098527686e+00 +6.098527686e+00 +4.005785277e+02 +4.005785277e+02 -3.6692e+00 -3.0984e+00 -2.5212e+00 +4.6303e+00 +1.1318e+00 -3.4033e+00 +3.9209e+00 -1.2249e+00 +1.8414e-01 -3.2858e+00 +2.3379e+00 +1.2875e+00 +2.1458e+00 +3.1652e+00 -3.4366e+00 +3.1786e+00 -2.9231e+00 -1.9483e+00 -2.0247e-01 +9.9864e-01
2801 +3.691113967e+00 +3.691113967e+00 +3.981711140e+02 +3.981711140e+02 -4.0743e+00 -3.0948e+00 -3.0401e+00 +4.4903e+00 +1.2320e+00 -3.2280e+00 +3.5325e+00 -1.5582e+00 -2.2292e-01 -3.1514e+00 +1.6988e+00 +1.2622e+00 +1.6501e+00 +3.5156e+00 -3.3003e+00 +3.2803e+00 -3.3949e+00 -1.3805e+00 +1.1282e-02 +1.1834e+00
3408 +2.228486683e+00 +2.228486683e+00 +3.967084867e+02 +3.967084867e+02 -3.7719e+00 -3.0661e+00 -3.3260e+00 +4.4458e+00 +1.0940e+00 -3.0927e+00 +3.3469e+00 -1.2290e+00 -5.8066e-01 -3.1629e+00 +2.2095e+00 +7.3848e-01 +1.5543e+00 +3.9106e+00 -4.0418e+00 +3.3790e+00 -2.8230e+00 -1.6156e+00 -1.5776e-01 +1.2065e+00
3808 +1.460256347e+00 +1.460256347e+00 +3.959402563e+02 +3.959402563e+02 -3.8186e+00 -2.8652e+00 -3.5428e+00 +4.4595e+00 +7.8095e-01 -3.3305e+00 +3.2390e+00 -1.1605e+00 -8.4058e-01 -3.3859e+00 +1.9188e+00 +1.0180e+00 +1.8079e+00 +3.8226e+00 -3.9822e+00 +3.3531e+00 -2.9121e+00 -1.0721e+00 +7.4667e-02 +1.2290e+00
4051 +9.832833966e-01 +9.832833966e-01 +3.954632834e+02 +3.954632834e+02 -3.9396e+00 -2.7633e+00 -3.6185e+00 +4.5075e+00 +1.1105e+00 -3.1196e+00 +3.4128e+00 -9.5093e-01 -8.8765e-01 -3.6216e+00 +1.6120e+00 +1.2384e+00 +1.6520e+00 +3.7848e+00 -3.8130e+00 +3.3643e+00 -2.8594e+00 -1.3800e+00 +2.3869e-01 +1.4906e+00
4517 +6.208439825e-01 +6.208439825e-01 +3.951008440e+02 +3.951008440e+02 -4.0019e+00 -2.7338e+00 -3.6012e+00 +4.4443e+00 +7.1110e-01 -3.0361e+00 +3.3851e+00 -9.2712e-01 -8.1254e-01 -3.7126e+00 +1.7629e+00 +1.2526e+00 +1.6897e+00 +3.7817e+00 -3.6226e+00 +3.0910e+00 -2.9722e+00 -1.3784e+00 +1.5911e-01 +1.2609e+00
% function evaluation | noise-free fitness - Fopt (-2.471100000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +4.169306988e+02 +4.169306988e+02 +1.698206988e+02 +1.698206988e+02 +3.8589e+00 +2.2525e+00 -4.7704e+00 -3.1533e+00 +2.8636e+00 +4.2861e+00 +1.3356e+00 +2.3449e+00 +4.5270e+00 -3.6271e+00 -2.4899e+00 +9.8082e-01 +4.8631e+00 -4.5966e+00 -2.3100e+00 +1.0180e-01 -2.7595e+00 -4.0606e+00 -4.4835e+00 +1.7672e+00
2 +2.125370498e+02 +2.125370498e+02 -3.457295025e+01 -3.457295025e+01 -4.1871e+00 -3.3170e+00 +2.9383e+00 -1.5181e+00 +2.0620e+00 +2.1010e-01 +1.9085e+00 +2.1777e+00 +6.6284e-01 -2.7015e+00 -2.4920e+00 -1.8594e+00 +3.9845e+00 +4.1468e+00 +2.7232e+00 +3.1972e+00 +7.9100e-01 -3.3081e+00 +3.0562e+00 +3.6906e+00
5 +1.425459770e+02 +1.425459770e+02 -1.045640230e+02 -1.045640230e+02 -3.1354e+00 +1.2094e+00 -4.3519e-01 -3.6873e+00 +4.2449e+00 +7.2354e-01 -3.3850e-01 -2.0908e+00 +1.1298e-01 +2.2853e+00 -2.4958e+00 -2.7161e-01 +7.9753e-01 -1.0864e+00 +3.7487e+00 +2.4562e+00 +2.7168e+00 -3.2614e+00 -5.3118e-01 +3.9371e+00
109 +9.543626123e+01 +9.543626123e+01 -1.516737388e+02 -1.516737388e+02 -2.6422e-01 +1.7856e+00 -2.4021e-01 -1.1755e+00 -2.1982e+00 +1.8798e+00 +4.0355e+00 -4.2677e+00 -3.4692e+00 +9.9819e-01 +4.4480e+00 +3.9810e+00 +4.9507e-01 +4.0593e+00 +2.0798e+00 +9.8567e-01 +3.5910e-01 -1.7683e+00 +2.2985e+00 +4.4604e+00
640 +5.892479869e+01 +5.892479869e+01 -1.881852013e+02 -1.881852013e+02 -1.3884e+00 +1.3954e+00 -3.8623e-02 -2.2137e+00 -2.9151e+00 +3.8715e-01 +4.7968e+00 -1.7107e+00 -4.3688e+00 +2.4302e+00 +3.0753e+00 +1.5131e+00 +2.0811e-01 +2.6484e+00 +2.4357e+00 +0.0000e+00 +1.9357e+00 +0.0000e+00 +3.4697e+00 -1.5966e+00
802 +3.723967925e+01 +3.723967925e+01 -2.098703207e+02 -2.098703207e+02 -1.2371e+00 +2.1252e+00 -2.3715e-01 -2.5166e+00 -1.7903e+00 +1.1932e-01 +2.7693e+00 -3.4881e+00 -4.4707e-01 +4.9354e+00 +4.2852e+00 +9.5327e-01 +1.4923e+00 +1.2242e+00 +5.0000e+00 +0.0000e+00 +5.0000e+00 +6.9382e-01 +1.2874e+00 +1.1504e+00
1236 +2.246327291e+01 +2.246327291e+01 -2.246467271e+02 -2.246467271e+02 -4.2112e+00 -6.3952e-01 -9.4593e-01 -2.4631e+00 -4.0369e+00 +2.3067e+00 +4.8869e+00 -4.4940e+00 +5.3792e-01 +1.0004e+00 +2.2756e+00 +1.8738e+00 +2.6788e+00 +2.6579e+00 +3.3416e+00 -1.0105e+00 +3.4412e+00 -2.4201e-01 +3.5142e+00 -1.7380e+00
1809 +1.448417744e+01 +1.448417744e+01 -2.326258226e+02 -2.326258226e+02 -4.1361e+00 -3.1689e-01 -1.7201e+00 -3.4854e+00 -3.7989e+00 +2.7924e+00 +5.0000e+00 -3.4657e+00 +1.4027e+00 +2.7558e+00 +2.2825e+00 +1.3919e+00 +1.8978e+00 +3.4443e-01 +3.3067e+00 +1.2803e+00 +4.2762e+00 -9.9610e-01 +2.5440e+00 -1.1549e+00
2505 +6.479831491e+00 +6.479831491e+00 -2.406301685e+02 -2.406301685e+02 -3.9507e+00 +2.1105e-01 -1.9502e+00 -3.6877e+00 -4.1978e+00 +3.0766e+00 +3.6057e+00 -3.3205e+00 +4.1576e-01 +2.3118e+00 +2.1913e+00 +1.7105e+00 +2.5074e+00 +1.8512e-01 +3.6561e+00 +9.9889e-01 +3.8416e+00 -6.5080e-01 +2.0054e+00 +3.1662e-01
2745 +5.963304482e+00 +5.963304482e+00 -2.411466955e+02 -2.411466955e+02 -3.7556e+00 -2.5160e-01 -1.1203e+00 -3.3161e+00 -3.5442e+00 +3.0950e+00 +4.3048e+00 -3.7982e+00 +8.3238e-01 +2.3748e+00 +2.1522e+00 +1.7824e+00 +2.5404e+00 +3.5915e-01 +3.4343e+00 +8.4799e-01 +3.6791e+00 -8.3559e-01 +2.0432e+00 -4.0966e-01
2856 +3.039442124e+00 +3.039442124e+00 -2.440705579e+02 -2.440705579e+02 -3.6415e+00 +6.1000e-01 -1.1866e+00 -3.7791e+00 -3.5309e+00 +2.7620e+00 +2.9523e+00 -4.1443e+00 +4.2289e-01 +2.3720e+00 +2.2417e+00 +1.3342e+00 +2.1827e+00 +7.6462e-01 +3.8701e+00 +4.9101e-01 +3.6464e+00 -8.6970e-01 +2.0516e+00 +6.8619e-01
3235 +2.460098468e+00 +2.460098468e+00 -2.446499015e+02 -2.446499015e+02 -3.4062e+00 +4.0594e-01 -6.6397e-01 -3.6779e+00 -3.2215e+00 +2.9338e+00 +2.7163e+00 -4.4008e+00 -1.4707e-01 +2.9068e+00 +2.2682e+00 +1.2570e+00 +2.3332e+00 +5.3367e-01 +3.7053e+00 +7.2557e-02 +3.5340e+00 -6.8151e-01 +2.0121e+00 +2.5936e-01
3613 +1.404733483e+00 +1.404733483e+00 -2.457052665e+02 -2.457052665e+02 -3.6840e+00 -8.8407e-02 -8.2520e-01 -3.6717e+00 -3.5268e+00 +2.9960e+00 +2.9766e+00 -4.2317e+00 +2.9397e-01 +2.6633e+00 +2.3291e+00 +1.5675e+00 +2.9234e+00 +7.2842e-01 +3.7215e+00 +7.7029e-01 +3.2825e+00 -2.6106e-01 +2.3746e+00 +1.7617e-01
4093 +9.929165541e-01 +9.929165541e-01 -2.461170834e+02 -2.461170834e+02 -3.8912e+00 +3.6756e-01 -6.7232e-01 -3.4815e+00 -3.4745e+00 +2.8428e+00 +2.9232e+00 -4.0175e+00 +4.2713e-02 +2.5367e+00 +2.2662e+00 +1.4641e+00 +2.5883e+00 +8.0284e-01 +3.8432e+00 +4.7028e-01 +3.1194e+00 -1.1002e-01 +2.4395e+00 +6.3937e-01
4417 +5.607791723e-01 +5.607791723e-01 -2.465492208e+02 -2.465492208e+02 -3.9587e+00 +2.0949e-01 -5.1858e-01 -3.5172e+00 -3.0548e+00 +2.6179e+00 +2.9300e+00 -4.0190e+00 -2.2822e-02 +2.5447e+00 +2.0560e+00 +1.5316e+00 +2.6338e+00 +7.8586e-01 +3.8359e+00 +6.2697e-01 +3.0015e+00 -1.9107e-01 +2.4171e+00 +2.1472e-01
4815 +3.867561057e-01 +3.867561057e-01 -2.467232439e+02 -2.467232439e+02 -3.9478e+00 +2.0174e-01 -5.7843e-01 -3.5172e+00 -3.0687e+00 +2.5535e+00 +3.0280e+00 -4.0210e+00 -5.4969e-02 +2.5529e+00 +2.1268e+00 +1.5091e+00 +2.6836e+00 +7.8847e-01 +3.8457e+00 +6.3617e-01 +2.9651e+00 -2.0921e-01 +2.4172e+00 +2.8384e-01
% function evaluation | noise-free fitness - Fopt (-1.520400000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +3.432203085e+02 +3.432203085e+02 +1.911803085e+02 +1.911803085e+02 +1.8367e+00 -4.8765e+00 +4.5579e+00 +1.8785e+00 +3.4619e-01 -2.0176e-01 +3.5418e+00 -3.1228e+00 +2.2856e+00 +3.8628e-02 +3.4654e+00 +7.3501e-01 -8.0607e-02 -3.3489e+00 -2.7147e+00 -2.1613e+00 +3.8664e+00 -3.9947e-01 -1.0703e+00 -3.8548e+00
11 +2.187044993e+02 +2.187044993e+02 +6.666449931e+01 +6.666449931e+01 +1.9831e-01 -1.5956e+00 -1.9460e+00 -3.9884e-01 +4.5160e+00 +3.3499e+00 +4.7442e-01 -3.5359e-02 +3.8465e+00 +1.0198e+00 -4.5618e+00 -1.4243e+00 -4.3815e-01 +4.7156e+00 -3.3851e+00 +1.6004e-01 -3.1377e+00 +2.0602e+00 +3.1212e+00 -4.9097e+00
15 +1.573746906e+02 +1.573746906e+02 +5.334690560e+00 +5.334690560e+00 -2.9165e+00 +4.3061e+00 -2.5125e+00 +3.6768e+00 +4.1675e+00 -3.3622e-01 -4.1537e+00 -9.7750e-01 +2.7911e+00 +1.9074e+00 -4.5615e+00 +3.3246e+00 -2.9278e+00 +2.1112e+00 +3.8475e+00 -1.1003e+00 +1.3650e+00 -2.1847e+00 +4.2302e+00 -7.6146e-01
61 +8.929767517e+01 +8.929767517e+01 -6.274232483e+01 -6.274232483e+01 +1.9947e-01 +2.9415e+00 -9.1684e-01 +4.0323e+00 +3.4785e+00 -2.4173e+00 -1.3848e-01 -4.4802e+00 +3.2481e+00 +4.2308e+00 -1.7077e+00 -4.2492e+00 -4.7278e-01 +2.6869e+00 -5.2088e-01 -1.7159e+00 -2.0905e-01 -1.4429e+00 +3.3546e+00 +2.1916e+00
824 +4.672401567e+01 +4.672401567e+01 -1.053159843e+02 -1.053159843e+02 +9.7538e-01 +5.2399e-01 +3.7036e-01 +3.2935e+00 +3.4929e+00 +1.2841e+00 +0.0000e+00 +7.8347e-01 +1.0908e+00 +4.4988e+00 -4.7328e-01 -1.9068e+00 -3.8346e+00 +5.0000e+00 -3.1454e+00 -6.4526e-01 +1.0763e+00 +0.0000e+00 +2.7285e-01 +3.1440e+00
1228 +3.115580001e+01 +3.115580001e+01 -1.208842000e+02 -1.208842000e+02 -5.5031e-02 +1.3138e+00 -2.3372e+00 +2.2772e+00 +3.6726e+00 +2.9698e-02 -3.8830e-01 +3.4866e-01 +1.5919e+00 +4.2858e+00 -9.4336e-01 -5.9255e-01 -5.0000e+00 +3.2818e+00 -1.9936e+00 +4.7128e-01 +6.2153e-01 -2.8372e+00 -4.7745e-01 +3.2325e+00
1404 +2.251948547e+01 +2.251948547e+01 -1.295205145e+02 -1.295205145e+02 +1.0286e+00 +1.9685e+00 -1.7552e+00 +5.0000e+00 +2.3968e+00 -7.2792e-01 -2.0739e+00 -4.9068e-01 +1.5143e+00 +4.2767e+00 -6.3278e-01 -4.9662e+00 -5.0000e+00 +4.7674e+00 +2.5961e-01 +2.3570e+00 +2.7464e+00 +7.8552e-01 +4.4078e-01 +4.1251e+00
2013 +1.576476656e+01 +1.576476656e+01 -1.362752334e+02 -1.362752334e+02 +1.3098e-02 +2.0395e+00 -4.8478e+00 +4.0954e+00 +1.2754e+00 +1.7262e-01 -1.2542e+00 -3.5354e-01 +1.5992e+00 +4.4710e+00 -2.2674e-01 -2.0766e+00 -4.7942e+00 +4.0135e+00 +0.0000e+00 +3.0954e+00 +1.1034e+00 -5.1938e-01 -2.5181e+00 +4.0775e+00
2531 +9.058900065e+00 +9.058900065e+00 -1.429810999e+02 -1.429810999e+02 +4.0036e-02 +4.1493e-01 -4.3067e+00 +2.9869e+00 +1.3684e+00 -2.1987e-01 -5.4051e-01 -8.3167e-01 +2.0221e+00 +3.8230e+00 -4.1246e-01 -2.0440e+00 -3.3842e+00 +3.7726e+00 +1.2113e-01 +4.5884e-01 +1.7864e+00 +1.2634e+00 -2.0330e+00 +3.1192e+00
2564 +4.882872930e+00 +4.882872930e+00 -1.471571271e+02 -1.471571271e+02 +7.4796e-01 +1.8823e+00 -4.5244e+00 +2.8650e+00 +2.1798e+00 +6.7450e-01 -9.3369e-01 -5.5133e-01 +2.1407e+00 +3.3498e+00 -9.4669e-01 -2.8140e+00 -3.5185e+00 +4.5704e+00 +2.5783e-01 +9.0065e-01 +1.7170e+00 +4.2874e-01 -1.4920e+00 +3.5681e+00
2818 +3.979649602e+00 +3.979649602e+00 -1.480603504e+02 -1.480603504e+02 +4.3237e-01 +1.6297e+00 -4.2928e+00 +2.8023e+00 +2.5006e+00 +1.1567e+00 -5.6377e-01 -5.4719e-01 +1.9767e+00 +3.3114e+00 -1.0132e+00 -3.1382e+00 -3.6644e+00 +4.5711e+00 +2.2007e-01 +9.9614e-01 +1.9099e+00 +4.1513e-01 -1.2362e+00 +3.8089e+00
3374 +2.253522838e+00 +2.253522838e+00 -1.497864772e+02 -1.497864772e+02 +1.1394e-01 +1.4542e+00 -3.6877e+00 +3.0079e+00 +2.6517e+00 -3.5652e-03 -5.8463e-01 -3.9215e-01 +1.3534e+00 +3.4651e+00 -8.6091e-01 -3.1364e+00 -3.7240e+00 +4.4230e+00 +4.6521e-01 +1.2368e+00 +1.5488e+00 +3.6944e-01 -1.2129e+00 +4.2932e+00
3415 +1.434597120e+00 +1.434597120e+00 -1.506054029e+02 -1.506054029e+02 -1.4866e-01 +1.3053e+00 -3.8440e+00 +3.0185e+00 +2.3258e+00 +3.2583e-01 -1.1040e+00 -6.7781e-01 +1.4870e+00 +3.4234e+00 -8.7823e-01 -2.9945e+00 -3.9461e+00 +4.7605e+00 +5.3994e-01 +9.5127e-01 +1.7006e+00 +2.2040e-01 -6.1980e-01 +4.0430e+00
3812 +8.620155137e-01 +8.620155137e-01 -1.511779845e+02 -1.511779845e+02 -3.3696e-01 +1.3793e+00 -4.0217e+00 +3.0638e+00 +2.6195e+00 +1.6163e-01 -1.0554e+00 -7.8469e-01 +1.6729e+00 +3.6215e+00 -9.7189e-01 -2.8910e+00 -3.8815e+00 +4.3080e+00 +5.3763e-01 +1.0284e+00 +1.6062e+00 +1.9735e-01 -6.7073e-01 +3.9009e+00
4037 +5.882113757e-01 +5.882113757e-01 -1.514517886e+02 -1.514517886e+02 -1.1103e-01 +1.3513e+00 -3.8698e+00 +3.1328e+00 +2.4556e+00 +2.5433e-01 -1.1020e+00 -9.4408e-01 +1.6027e+00 +3.4742e+00 -8.8851e-01 -2.9536e+00 -3.7683e+00 +4.1449e+00 +4.3402e-01 +1.1459e+00 +1.6695e+00 +1.5423e-01 -4.2417e-01 +3.8329e+00
4410 +3.539590909e-01 +3.539590909e-01 -1.516860409e+02 -1.516860409e+02 -6.1776e-02 +1.5118e+00 -3.8488e+00 +3.3087e+00 +2.5068e+00 +1.9818e-01 -8.9128e-01 -8.4561e-01 +1.6385e+00 +3.4987e+00 -8.9778e-01 -2.7938e+00 -3.8076e+00 +3.9330e+00 +4.4598e-01 +1.0823e+00 +1.7536e+00 +1.3235e-01 -5.1271e-01 +3.8046e+00
4801 +2.436241086e-01 +2.436241086e-01 -1.517963759e+02 -1.517963759e+02 -2.5757e-01 +1.3020e+00 -3.8911e+00 +3.2045e+00 +2.4575e+00 +1.4530e-01 -8.1589e-01 -7.5476e-01 +1.6770e+00 +3.5230e+00 -8.9319e-01 -2.8116e+00 -3.8213e+00 +3.9578e+00 +3.9719e-01 +1.1342e+00 +1.8369e+00 +1.4045e-01 -2.8724e-01 +3.7656e+00
% function evaluation | noise-free fitness - Fopt (-2.525000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
